471-out||of 10 to the -- 23 seconds. There are twenty orders of magnitude in between. We don't
472-out||know how things will change. So we keep an open mind completely. That's the whole point
473-out||about physics. It's not mathematics. So it is not a set of axioms from which you derive
474-out||results. The rules of the game we are prepared to change and subsume in an even broader frame
475-out||work and then say what we did so far is a special case, a limiting case, etc and try
476-out||to increase the range of applicability of whatever theory you have.
477-out||So in that sense, there is no dogma completely open to it. But people have been thinking
478-out||very hard for many years now. Physics is four hundred years old in its modern form and in
479-out||the last hundred years, of course it really accelerated. But one thing is for sure that,
480-out||just as Newtonian mechanics is now known to be an appropriate approximation under certain
481-out||circumstances, so is it true that today's quantum mechanics and our calculational tools
482-out||will be applicable in a certain region of physical parameters. The understanding of
483-out||why this is so should get deeper, broader and so on. The understanding of why this is
484-out||an approximation, why it works in this range and not in some other range will become sharper.
485-out||But I think some fundamental issues themselves will become clearer namely; what's the meaning
486-out||of space time, what determines the dimensions of space-time, what's this business about
487-out||gravity, what are the fundamental forces of nature and so on.
488-out||After all, it's a sobering thought that we don't know 95% of the constituents of
489-out||our own universe. We can only explain 5% of it  in terms of matter. After so many millennia
490-out||of astronomy and the real explosion in the last 50 years or so, the conclusion is that
491-out||we really don't know 95% of our own universe and we don't know if it is one of an infinite
492-out||number of possible universes. So it's just that like Wheeler said our knowledge is like
493-out||an island and the boundary of this island is, of course the frontier of ignorance. So
494-out||the island is getting bigger all the time but then its parameter is also increasing.
495-out||The level of ignorance is also increasing at the same time. May be they will work but
496-out||we have to keep trying.
497-out||I should end by what Hilbert said in 1900 when he gave these famous twenty three unsolved
498-out||problems in mathematics in The International Congress of Mathematicians. He listed what
499-out||was then, the major unsolved problem, of which today, only the Riemann Hypothesis remains
500-out||unproved. Everything else has been taken care of, one way or another. Some of them are not
501-out||problems. One of them was the axiomatization of physics. Could all of physics we written
502-out||in terms of a set of axioms? The answer to that is no. Physics is not axiomatizable.
503-out||But he made the statement and then it looked like there was a lot of problem ahead and
504-out||so on, but he made a very optimistic statement. So I think one should have this note of optimism.
505-out||It is essential for us to be curious. many reasons why it's not part of the reason
506-out||is simply that all physical laws, as far as we know, apply in certain regions of physical
507-out||parameters and when you go out of that, it's a different set of rules.
508-out||Looks like it's very general but its interpretation and the way it's set up is not satisfying.
509-out||So it already looks like there are big black boxes in it which we have pushed under the
510-out||rug but they exist nevertheless. We have not understood quantum non-locality. Except in
511-out||some mathematical form of a framework, we prove our satisfaction. It really hasn't
512-out||come to grips with the meaning of measurement. Now what happens to a system when you measure
513-out||it? So there are large gaps conceptual gaps here. So it's clear it's an incomplete
514-out||theory in that sense at least that understanding is not as deep as we would like it to be the
515-out||framework of quantum mechanics. You could ask may be this is the best you can do how
516-out||do you know we don't know that too we don't know but we have to keep pushing so today
517-out||has been a sort of general talk. We will start of with some specific issues and so on next time.
